game_id,winner
38872,0.6007825662548161
38873,0.7172487176983784
38874,0.4882078724613679
38875,0.1772279471275833
38876,0.6404887271072739
38877,0.6025224089166402
38878,0.7021251840985214
38879,0.6041326786466402
38880,0.43006264828643637
38881,0.6404581430783646
38882,0.4334770439395021
38883,0.22329433502888693
38884,0.23487686311527056
38885,0.7409744935645267
38886,0.41880809833673627
38887,0.7212202179118377
38888,0.38129213690828845
38889,0.5949519703854326
38890,0.4584979900896824
38891,0.23090656133730167
38892,0.6861064242575914
38893,0.5003358611960532
38894,0.38410845548481687
38895,0.7571114804171992
38896,0.6049250596713438
38897,0.6618711682942329
38898,0.4599699390058863
38899,0.6959993260611734
38900,0.32571597831604976
38901,0.3801554580360341
38902,0.6153959813948382
38903,0.5205918061761046
38904,0.1696486947150562
38905,0.6940878073647206
38906,0.858408719824797
38907,0.6419854046133414
38908,0.5549868746447794
38909,0.3712294954435037
38910,0.2936960199185261
38911,0.6926409445364633
38912,0.3479816420008076
38913,0.4483746799907842
38914,0.3305880844969049
38915,0.5940207678345714
38916,0.5380528809905389
38917,0.4998545365713335
38918,0.6044888880597858
38919,0.7716330731871265
38920,0.7245332813857718
38921,0.4373167214029342
38922,0.568770693845435
38923,0.3265526031806692
38924,0.31706592489092333
38925,0.7725514409102118
38926,0.3271299575827969
38927,0.1622694740560373
38928,0.8704539290425027
38929,0.637215626291999
38930,0.4153424068389298
38931,0.8126583872414853
38932,0.2380357249560635
38933,0.6457812117213582
38934,0.2003950698230778
38935,0.6043093175594801
38936,0.5419223878643094
38937,0.7278535034016379
38938,0.8696004766488796
38939,0.2529779477609997
38940,0.563507942777845
38941,0.6389071692408597
38942,0.6000771006217627
38943,0.5243465637962502
38944,0.18851772043939294
38945,0.7220800766596727
38946,0.36697219341931114
38947,0.3189790906385818
38948,0.4528090419767609
38949,0.7584825952823293
38950,0.6310306893353449
38951,0.7542127052697803
38952,0.7142450654381917
38953,0.5224304615303004
38954,0.5046352455093644
38955,0.3568977309198236
38956,0.3246131117009791
38957,0.9062769768337279
38958,0.6735249273926623
38959,0.488917499295721
38960,0.5145972275037343
38961,0.1971534798380379
38962,0.5641127707595376
38963,0.7365950077805656
38964,0.6699726405843687
38965,0.6192492135577247
38966,0.7081364783983548
38967,0.490063897890494
38968,0.6214373561061453
38969,0.9226393003927741
38970,0.6761319178698999
38971,0.3670352557069573
38972,0.34674739084689987
38973,0.46200024661535705
38974,0.4203565838817599
38975,0.5577421618463596
38976,0.4193687626842991
38977,0.3444513495304296
38978,0.20593747060706824
38979,0.25270253389527847
38980,0.3642994203112271
38981,0.787468739729483
38982,0.7034832889574032
38983,0.28463842021677116
38984,0.5786242339016474
38985,0.38868045441818194
38986,0.5898165851716787
38987,0.04187261374267003
38988,0.6577309383801314
38989,0.8380365794001412
38990,0.49344207402076157
38991,0.7701703432952283
38992,0.5950068307546926
38993,0.661490111487596
38994,0.721655815072022
38995,0.8730174531399867
38996,0.5532629223293708
38997,0.32117538820427505
38998,0.6014126950780301
38999,0.5394055825752443
39000,0.3765343706853243
39001,0.15330384955297838
39002,0.8504600075222184
39003,0.2212024058708593
39004,0.5445528181404112
39005,0.7691244830478321
39006,0.3792666042392884
39007,0.6623030826355802
39008,0.4841590631620929
39009,0.19250666291302565
39010,0.29731370333861123
39011,0.5364837763544577
39012,0.29391257490478295
39013,0.6733094753108843
39014,0.3208647885830934
39015,0.35234722135661284
39016,0.6008854897466398
39017,0.8596132797110543
39018,0.3283665315382344
39019,0.40121213469028555
39020,0.5586528091902772
39021,0.34688184621646134
39022,0.28833802693032295
39023,0.55316118895924
39024,0.5797049353191943
39025,0.6612705040054043
39026,0.35405874771895146
39027,0.7232773097595137
39028,0.8972352380639511
39029,0.625514839175841
39030,0.49475142785276505
39031,0.6971596949682247
39032,0.3624284930320446
39033,0.7863452817830527
39034,0.5189094551222456
39035,0.48396146502773224
39036,0.3644254318950249
39037,0.6772514949920165
39038,0.48761465374077206
39039,0.20409831197809863
39040,0.5309665642680286
39041,0.6149805375796563
39042,0.5963618792412315
39043,0.6091642069620767
39044,0.5229608269344301
39045,0.3622531869367716
39046,0.20324965341652965
39047,0.8799862601947072
39048,0.8632705934364616
39049,0.8122869354874592
39050,0.2526801923670315
39051,0.7648756588431339
39052,0.8760154075031467
39053,0.32291131182560034
39054,0.5279756077045661
39055,0.27547121563480104
39056,0.5700540005949514
39057,0.2662167023379806
39058,0.6277679038172178
39059,0.555768419624132
39060,0.566055245971781
39061,0.2828800408324937
39062,0.3696324656190586
39063,0.8785403444663313
39064,0.37702679068713785
39065,0.45767796489606355
39066,0.7627255665898324
39067,0.6166310932054431
39068,0.5627835836198631
39069,0.44538504210937185
39070,0.5267608364486129
39071,0.44398360751445887
39072,0.5751305719805421
39073,0.5254256851433093
39074,0.47812827261530577
39075,0.7269364539584227
39076,0.1945825407772909
39077,0.4905702655125181
39078,0.4316841716115056
39079,0.5025189240845044
39080,0.29058749087181796
39081,0.21744471096646045
39082,0.5094606205820148
39083,0.5485467980362544
39084,0.22032902418375147
39085,0.8535362695344335
39086,0.7217929830174021
39087,0.4629994769763559
39088,0.5939413728413447
39089,0.39641085696852335
39090,0.5640713371273813
39091,0.4297870535852381
39092,0.6524868946761756
39093,0.44346975470104755
39094,0.8024096847218383
39095,0.31538143685994097
39096,0.5080393466150995
39097,0.6453815751521176
39098,0.13771706631654523
39099,0.7984228403517902
39100,0.23122678134973706
39101,0.33770389105649135
39102,0.1659585149896595
39103,0.4967405499298737
39104,0.372074122335769
39105,0.43669038847670705
39106,0.7251058422366322
39107,0.09952075476256898
39108,0.6394048787249094
39109,0.5876108788480973
39110,0.38540159689010134
39111,0.4416324161344425
39112,0.828907200198209
39113,0.2126262615033201
39114,0.751513781902121
