game_id,winner
38872,0.41902586477930015
38873,0.6649327790005207
38874,0.3901745081322498
38875,0.1652639771793661
38876,0.6042536272630172
38877,0.6086891979494162
38878,0.6912385920678471
38879,0.5061585009582962
38880,0.3862428473800826
38881,0.6196668051752892
38882,0.4187669187871408
38883,0.21755805090568464
38884,0.19889195807509913
38885,0.6610702312310417
38886,0.39993521601746573
38887,0.692864465504103
38888,0.30236538012015596
38889,0.5990026557467799
38890,0.4763119006475279
38891,0.19373263591938478
38892,0.6499389420696936
38893,0.3903401623372578
38894,0.42183503997614935
38895,0.6923739261358892
38896,0.5400251763808972
38897,0.6510661722842545
38898,0.4657206113359741
38899,0.6079928256970105
38900,0.3225028269665749
38901,0.38162419292441035
38902,0.5630263987947572
38903,0.5128561770258557
38904,0.18203572784507224
38905,0.6767798163936445
38906,0.833833571055472
38907,0.49794502464652685
38908,0.6044299637505058
38909,0.40054844578480636
38910,0.3040339556255108
38911,0.6085899280979243
38912,0.24745290009343063
38913,0.4105859953836834
38914,0.2860910977353437
38915,0.5939120380318362
38916,0.5640906228360579
38917,0.4299350489997599
38918,0.4981548680909528
38919,0.7264906138115629
38920,0.5891655489647032
38921,0.40678090941350975
38922,0.5170503044977331
38923,0.35581121525630616
38924,0.2785388763419916
38925,0.7070884626194902
38926,0.3542262482398263
38927,0.19124617303820965
38928,0.8653304296427876
38929,0.6322993170382537
38930,0.29027962257153594
38931,0.6963344423091571
38932,0.22120298131057836
38933,0.5257902522805973
38934,0.181684076547295
38935,0.5033607024136855
38936,0.46329860061692246
38937,0.6859113923201875
38938,0.8312849397245041
38939,0.22661959658683636
38940,0.5114782455402647
38941,0.6512873781350812
38942,0.5195047344026202
38943,0.5246881901359176
38944,0.17199362224353815
38945,0.7222749826453198
38946,0.3032001896431299
38947,0.31902126615073667
38948,0.39116424398733024
38949,0.7472823723067064
38950,0.6731535125482692
38951,0.7308579374745257
38952,0.5702988889332283
38953,0.5386699477181026
38954,0.4507296943445718
38955,0.3014350019597707
38956,0.3113460639646851
38957,0.8833165158761023
38958,0.628508650413611
38959,0.4464006471973306
38960,0.5476799540304894
38961,0.1827672944876806
38962,0.49212885054566047
38963,0.6677607314731152
38964,0.5797520294466258
38965,0.4783463510184551
38966,0.5309924083131783
38967,0.5145704519379766
38968,0.5640211088744019
38969,0.9011306277545512
38970,0.6536878092750824
38971,0.39373252009275517
38972,0.3310067355153499
38973,0.3608774776592718
38974,0.3211267055354563
38975,0.5257863574561941
38976,0.37698212016946997
38977,0.28323126320474723
38978,0.17430289733370674
38979,0.24699187222773955
38980,0.3581010712273268
38981,0.7054370290042679
38982,0.7097308581511275
38983,0.24896263622897255
38984,0.5722398367034408
38985,0.3548222903951242
38986,0.5185711349894928
38987,0.037113927060180026
38988,0.6287821784495295
38989,0.7662951737181996
38990,0.40841582719009006
38991,0.772158931458631
38992,0.5441463585003975
38993,0.5009532730537329
38994,0.6992625743681029
38995,0.8565603691460021
38996,0.5764039455527226
38997,0.25428233436005415
38998,0.47189420661265546
38999,0.5040875735295236
39000,0.37599127009970434
39001,0.15822975618167015
39002,0.8275278380993036
